Species name,Domain,Phylum,Taxonomic source,Is Deep-sea,Deep-sea source,Is marine sequence
Acanthastrea echinata,Eukaryota,Cnidaria,WoRMS,0.0,0,1
Acanthopagrus schlegelii,Eukaryota,Chordata,WoRMS,0.0,0,1
Acanthus ebracteatus,Eukaryota,Tracheophyta,WoRMS,0.0,0,1
Acaryochloris,Bacteria,Cyanobacteria,Wikipedia,0.0,0,1
Acaryochloris marina,Bacteria,Cyanobacteria,Wikipedia,0.0,0,1
Acaryochloris marina mbic11017,Bacteria,Cyanobacteria,Wikipedia,0.0,0,1
Acetabularia acetabulum,Eukaryota,Chlorophyta,NCBI,0.0,0,1
Acetabularia peniculus,Eukaryota,Chlorophyta,NCBI,0.0,,1
Acropora,Eukaryota,Cnidaria,NCBI,0.0,0,1
Acropora aculeus,Eukaryota,Cnidaria,WoRMS,0.0,0,1
Acropora aspera,Eukaryota,Cnidaria,WoRMS,0.0,0,1
Acropora digitifera,Eukaryota,Cnidaria,WoRMS,0.0,,1
Acropora formosa,Eukaryota,Cnidaria,WoRMS,0.0,0,1
Acropora hyacinthus,Eukaryota,Cnidaria,WoRMS,0.0,0,1
Acropora millepora,Eukaryota,Cnidaria,WoRMS,0.0,0,1
Acropora robusta,Eukaryota,Cnidaria,WoRMS,0.0,0,1
Actinia equina,Eukaryota,Cnidaria,WoRMS,0.0,0,1
Actinia tenebrosa,Eukaryota,Cnidaria,WoRMS,0.0,,1
Aegiceras corniculatum,Eukaryota,Tracheophyta,WoRMS,0.0,0,1
Aequorea,Eukaryota,Cnidaria,NCBI,0.0,0,1
Aequorea coerulescens,Eukaryota,Cnidaria,WoRMS,0.0,0,1
Aequorea macrodactyla,Eukaryota,Cnidaria,WoRMS,1.0,WoRDSS,1
Aequorea victoria,Eukaryota,Cnidaria,WoRMS,0.0,0,1
Aequorivita antarctica,Bacteria,Bacteroidetes,WoRMS,0.0,,1
Aeromicrobium marinum dsm 15272,Bacteria,Actynomycetota,NCBI,0.0,,1
Aeromonas molluscorum 848,Bacteria,Pseudomonadota,Wikipedia,0.0,0,1
Aeromonas salmonicida,Bacteria,Proteobacteria,WoRMS,0.0,0,1
Aeromonas salmonicida subsp. salmonicida,Bacteria,Pseudomonadota,Wikipedia,0.0,0,1
Aeromonas salmonicida subsp. salmonicida a449,Bacteria,Pseudomonadota,Wikipedia,0.0,0,1
Aeropyrum camini sy1 = jcm 12091,Archaea,Thermoproteota,NCBI,1.0,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2675903482,1
Aeropyrum pernix,Archaea,Crenarchaeota,WoRMS,1.0,2018,1
Aeropyrum pernix k1,Archaea,Thermoproteota,Wikipedia,1.0,2018,1
Agaricia fragilis,Eukaryota,Cnidaria,WoRMS,0.0,0,1
Agarivorans albus,Bacteria,Proteobacteria,WoRMS,0.0,0,1
Agarophyton vermiculophyllum,Eukaryota,Rhodophyta,NCBI,0.0,0,1
Alcanivorax,Bacteria,Pseudomonadota,Wikipedia,1.0,https://doi.org/10.1099/ijs.0.049957-0,1
Alcanivorax borkumensis,Bacteria,Proteobacteria,WoRMS,0.0,0,1
Alcanivorax borkumensis sk2,Bacteria,Pseudomonadota,Wikipedia,0.0,0,1
Alcanivorax hongdengensis,Bacteria,Proteobacteria,WoRMS,0.0,0,1
Alcanivorax jadensis,Bacteria,Proteobacteria,WoRMS,0.0,0,1
Alcanivorax nanhaiticus,Bacteria,Pseudomonadota,Wikipedia,0.0,,1
Alcanivorax pacificus,Bacteria,Pseudomonadota,Wikipedia,1.0,2018,1
Alcanivorax sp,Bacteria,Pseudomonadota,Wikipedia,0.0,,1
Alcanivorax sp. dg881,Bacteria,Pseudomonadota,Wikipedia,0.0,,1
Alcanivorax sp. k,Bacteria,Pseudomonadota,Wikipedia,0.0,,1
Alcanivorax sp. k2-1,Bacteria,Pseudomonadota,Wikipedia,0.0,,1
Alcanivorax sp. k3-3,Bacteria,Pseudomonadota,Wikipedia,0.0,,1
Alcanivorax sp. nbrc 101096,Bacteria,Pseudomonadota,Wikipedia,0.0,,1
Alcanivorax sp. nbrc 102022,Bacteria,Pseudomonadota,Wikipedia,0.0,,1
Alcanivorax sp. nbrc 102027,Bacteria,Pseudomonadota,Wikipedia,0.0,,1
Alcanivorax sp. st-ta,Bacteria,Pseudomonadota,Wikipedia,0.0,,1
Alcanivorax sp. vbw004,Bacteria,Pseudomonadota,Wikipedia,0.0,,1
Alcanivorax sp. z,Bacteria,Pseudomonadota,Wikipedia,0.0,,1
Alexandrium,Eukaryota,Myzozoa,WoRMS,0.0,0,1
Alexandrium catenella,Eukaryota,Myzozoa,WoRMS,0.0,0,1
Alexandrium fundyense,Eukaryota,Dinoflagellata,Wikipedia,0.0,0,1
Alexandrium minutum,Eukaryota,Myzozoa,WoRMS,0.0,0,1
Alexandrium ostenfeldii,Eukaryota,Myzozoa,WoRMS,0.0,0,1
Alexandrium pacificum,Eukaryota,Myzozoa,Wikipedia,0.0,,1
Alexandrium tamarense,Eukaryota,Myzozoa,WoRMS,0.0,0,1
Algibacter aquaticus,Bacteria,Bacteroidota,NCBI,0.0,,1
Algibacter lectus,Bacteria,Bacteroidetes,WoRMS,0.0,0,1
Algibacter marinivivus,Bacteria,Bacteroidota,NCBI,0.0,,1
Aliivibrio fischeri,Bacteria,Proteobacteria,WoRMS,0.0,0,1
Aliivibrio fischeri es114,Bacteria,Pseudomonadota,Wikipedia,0.0,0,1
Aliivibrio logei,Bacteria,Proteobacteria,WoRMS,0.0,,1
Aliivibrio salmonicida,Bacteria,Proteobacteria,WoRMS,0.0,0,1
Aliivibrio salmonicida lfi1238,Bacteria,Pseudomonadota,Wikipedia,0.0,0,1
Aliivibrio wodanis,Bacteria,Proteobacteria,WoRMS,0.0,0,1
Alisma wahlenbergii,Eukaryota,Tracheophyta,WoRMS,0.0,0,1
Alteromonas aestuariivivens,Bacteria,Pseudomonadota,Wikipedia,0.0,,1
Alteromonas australica,Bacteria,Pseudomonadota,Wikipedia,0.0,,1
Alteromonas macleodii,Bacteria,Proteobacteria,WoRMS,1.0,2018,1
Alteromonas macleodii atcc 27126,Bacteria,Pseudomonadota,Wikipedia,0.0,0,1
Alteromonas mediterranea,Bacteria,Pseudomonadota,Wikipedia,0.0,,1
Alteromonas mediterranea de,Bacteria,Pseudomonadota,Wikipedia,1.0,https://doi.org/10.1007/s10482-014-0309-y,1
Alteromonas sp.,Bacteria,Pseudomonadota,Wikipedia,1.0,https://doi.org/10.1007/s00203-022-02908-8 ,1
Alteromonas sp. gnum-1,Bacteria,Pseudomonadota,Wikipedia,0.0,0,1
Alteromonas sp. tmed35,Bacteria,Pseudomonadota,Wikipedia,0.0,,1
Alvikia littoralis,Eukaryota,Chlorophyta,NCBI,0.0,0,1
Alvinella caudata,Eukaryota,Annelida,WoRMS,1.0,WoRDSS,1
Alvinella pompejana,Eukaryota,Annelida,WoRMS,1.0,WoRDSS,1
Alvinella pompejana epibiont 6c6,Bacteria,Proteobacteria,NCBI,1.0,2018,1
Americamysis bahia,Eukaryota,Arthropoda,WoRMS,0.0,0,1
Amphibalanus amphitrite,Eukaryota,Arthropoda,WoRMS,1.0,WoRDSS,1
Amphimedon queenslandica,Eukaryota,Porifera,WoRMS,0.0,0,1
Anabaena cylindrica,Bacteria,Cyanobacteriota,Wikipedia,0.0,,1
Anabaena cylindrica pcc 7122,Bacteria,Cyanobacteria,Wikipedia,0.0,0,1
Anabaena laxa,Bacteria,Cyanobacteria,Wikipedia,0.0,0,1
Anabaena sp,Bacteria,Cyanobacteriota,Wikipedia,0.0,,1
Anabaena sp. al09,Bacteria,Cyanobacteriota,Wikipedia,0.0,,1
Anabaena sp. ch1,Bacteria,Cyanobacteriota,Wikipedia,0.0,,1
Anabaena sp. pcc 7108,Bacteria,Cyanobacteriota,Wikipedia,0.0,,1
Anabaena sp. ybs01,Bacteria,Cyanobacteriota,Wikipedia,0.0,,1
Anemonia,Eukaryota,Cnidaria,NCBI,0.0,0,1
Anemonia manjano,Eukaryota,Cnidaria,WoRMS,0.0,0,1
Anemonia rustica,Eukaryota,Cnidaria,NCBI,0.0,,1
Anemonia sulcata,Eukaryota,Cnidaria,WoRMS,0.0,0,1
Anemonia viridis,Eukaryota,Cnidaria,WoRMS,0.0,0,1
Anguilla japonica,Eukaryota,Chordata,WoRMS,0.0,0,1
Anisakis simplex,Eukaryota,Nematoda,WoRMS,0.0,0,1
Anthoathecata,Eukaryota,Cnidaria,NCBI,0.0,0,1
Anthopleura,Eukaryota,Cnidaria,NCBI,0.0,0,1
Anthozoa,Eukaryota,Cnidaria,NCBI,0.0,0,1
Aplysia,Eukaryota,Mollusca,NCBI,0.0,0,1
Aplysia californica,Eukaryota,Mollusca,WoRMS,0.0,0,1
Aplysia kurodai,Eukaryota,Mollusca,WoRMS,0.0,0,1
Aplysia punctata,Eukaryota,Mollusca,WoRMS,0.0,0,1
Aquifex aeolicus,Bacteria,Aquificota,Wikipedia,0.0,,1
Aquifex pyrophilus,Bacteria,Aquificae,WoRMS,1.0,2018,1
Aquimarina macrocephali,Bacteria,Bacteroidetes,WoRMS,0.0,0,1
Arbacia punctulata,Eukaryota,Echinodermata,WoRMS,0.0,0,1
Archaeoglobus fulgidus,Archaea,Euryarchaeota,WoRMS,1.0,2018,1
Archaeoglobus fulgidus dsm 4304,Archaea,Euryarchaeota,Wikipedia,1.0,2018,1
Archaeoglobus lithotrophicus,Archaea,Euryarchaeota,WoRMS,1.0,2018,1
Archaeoglobus profundus,Archaea,Euryarchaeota,WoRMS,1.0,2018,1
Archaeoglobus veneficus,Archaea,Euryarchaeota,WoRMS,1.0,2018,1
Arcuatula senhousia,Eukaryota,Mollusca,WoRMS,0.0,0,1
Arenibacter echinorum,Bacteria,Bacteroidetes,WoRMS,0.0,,1
Arenicola marina,Eukaryota,Annelida,WoRMS,0.0,0,1
Arenimonas sp,Bacteria,Cyanobacteriota,Wikipedia,0.0,,1
Argopecten irradians,Eukaryota,Mollusca,WoRMS,0.0,0,1
Artemia franciscana,Eukaryota,Arthropoda,NCBI,0.0,0,1
Artemia salina,Eukaryota,Arthropoda,WoRMS,0.0,,1
Arthrospira platensis,Bacteria,Cyanobacteria,Wikipedia,0.0,0,1
Arthrospira platensis c1,Bacteria,Cyanobacteriota,Wikipedia,0.0,,1
Arthrospira platensis fachb-341,Bacteria,Cyanobacteria,Wikipedia,0.0,0,1
Arthrospira platensis kmmcc cy-007,Bacteria,Cyanobacteriota,Wikipedia,0.0,,1
Arthrospira platensis nies-39,Bacteria,Cyanobacteria,Wikipedia,0.0,0,1
Arthrospira sp. srm16,Bacteria,Cyanobacteriota,Wikipedia,0.0,,1
Ascidia sydneiensis samea,Eukaryota,Chordata,NCBI,0.0,0,1
Aspergillus sydowii,Eukaryota,Ascomycota,WoRMS,0.0,0,1
Aurantimonas,Bacteria,Pseudomonadota,Wikipedia,1.0,https://doi.org/10.1080/01490450902724840,1
Aurantimonas manganoxydans,Bacteria,Proteobacteria,WoRMS,0.0,0,1
Aurantimonas manganoxydans si85-9a1,Bacteria,Pseudomonadota,Wikipedia,0.0,0,1
Aureispira marina,Bacteria,Bacteroidetes,WoRMS,0.0,0,1
Aureococcus anophagefferens,Eukaryota,Ochrophyta,WoRMS,0.0,0,1
Avicennia marina,Eukaryota,Tracheophyta,WoRMS,0.0,0,1
Bacillus altitudinis,Bacteria,Bacillota,NCBI,0.0,,1
Bacillus tropicus,Bacteria,Bacillota,NCBI,0.0,,1
Bacillus xiamenensis,Bacteria,Bacillota,NCBI,0.0,,1
Balaenoptera acutorostrata scammoni,Eukaryota,Chordata,NCBI,0.0,0,1
Balaenoptera omurai,Eukaryota,Chordata,WoRMS,0.0,,1
Bankia gouldi,Eukaryota,Mollusca,WoRMS,0.0,0,1
Belliella,Bacteria,Bacteroidota,Wikipedia,0.0,0,1
Belliella baltica,Bacteria,Bacteroidetes,WoRMS,0.0,,1
Benedenia seriolae,Eukaryota,Platyhelminthes,WoRMS,0.0,0,1
Bermanella marisrubri,Bacteria,Proteobacteria,WoRMS,0.0,0,1
Beroe abyssicola,Eukaryota,Ctenophora,WoRMS,1.0,WoRDSS,1
Bigelowiella natans,Eukaryota,Cercozoa,NCBI,0.0,0,1
Bizionia algoritergicola,Bacteria,Bacteroidetes,WoRMS,0.0,,1
Bizionia paragorgiae,Bacteria,Bacteroidetes,WoRMS,0.0,,1
Bizionia saleffrena,Bacteria,Bacteroidetes,WoRMS,0.0,,1
Blastopirellula marina,Bacteria,Planctomycetes,WoRMS,0.0,0,1
Blastopirellula marina dsm 3645,Bacteria,Planctomycetota,Wikipedia,0.0,0,1
Bolinopsis infundibulum,Eukaryota,Ctenophora,WoRMS,1.0,WoRDSS,1
Bostrychus sinensis,Eukaryota,Chordata,WoRMS,0.0,0,1
Botryllus primigenus,Eukaryota,Chordata,WoRMS,0.0,0,1
Botryllus schlosseri,Eukaryota,Chordata,WoRMS,0.0,0,1
Branchiostoma belcheri,Eukaryota,Chordata,WoRMS,0.0,0,1
Branchiostoma belcheri tsingtauense,Eukaryota,Chordata,NCBI,0.0,0,1
Branchiostoma floridae,Eukaryota,Chordata,WoRMS,0.0,0,1
Branchiostoma lanceolatum,Eukaryota,Chordata,WoRMS,0.0,0,1
Bruguiera gymnorhiza,Eukaryota,Tracheophyta,WoRMS,0.0,0,1
Bruguiera sexangula,Eukaryota,Tracheophyta,WoRMS,0.0,0,1
Bruguiera x rhynchopetala,Eukaryota,Streptophyta,NCBI,0.0,,1
Bryopsis corticulans,Eukaryota,Chlorophyta,NCBI,0.0,0,1
Bryopsis maxima,Eukaryota,Chlorophyta,NCBI,0.0,0,1
Bryopsis plumosa,Eukaryota,Chlorophyta,WoRMS,0.0,,1
Bythograea thermydron,Eukaryota,Arthropoda,WoRMS,1.0,WoRDSS,1
Caldithrix abyssi,Bacteria,Bacteria incertae sedis,WoRMS,1.0,WoRDSS,1
Caldithrix abyssi dsm 13497,Bacteria,Calditrichota,NCBI,1.0,WoRDSS,1
Caldithrix sp,Bacteria,Calditrichota,NCBI,0.0,,1
Calditrix abyssi,Bacteria,Calditrichaeota,NCBI,1.0,https://doi.org/10.1099/ijs.0.02390-0,1
Caligus rogercresseyi,Eukaryota,Arthropoda,WoRMS,0.0,0,1
Callinectes sapidus,Eukaryota,Arthropoda,WoRMS,0.0,0,1
Callorhinchus milii,Eukaryota,Chordata,WoRMS,0.0,0,1
Calothrix sp.,Bacteria,Cyanobacteria,Wikipedia,0.0,0,1
Caminibacter hydrogeniphilus,Bacteria,Proteobacteria,WoRMS,1.0,2018,1
Caminibacter mediatlanticus,Bacteria,Proteobacteria,WoRMS,1.0,2018,1
Caminibacter mediatlanticus tb-2,Bacteria,Campylobacterota,Wikipedia,1.0,2018,1
Candidatus endobugula sertula,Bacteria,Proteobacteria,NCBI,0.0,0,1
Candidatus nitrosopumilus koreensis ar1,Archaea,Nitrososphaerota,NCBI,0.0,,1
Candidatus pelagibacter,Bacteria,Proteobacteria,WoRMS,0.0,0,1
Candidatus pelagibacter ubique,Bacteria,Proteobacteria,NCBI,0.0,0,1
Candidatus sulfurimonas baltica,Bacteria,Campylobacterota,NCBI,0.0,,1
Candidatus sulfurimonas marisnigri,Bacteria,Campylobacterota,NCBI,0.0,,1
Carcinoscorpius rotundicauda,Eukaryota,Arthropoda,WoRMS,0.0,0,1
Carybdea alata,Eukaryota,Cnidaria,NCBI,0.0,,1
Carybdea rastonii,Eukaryota,Cnidaria,WoRMS,0.0,0,1
Caulastraea furcata,Eukaryota,Cnidaria,WoRMS,0.0,0,1
Cavernularia obesa,Eukaryota,Cnidaria,WoRMS,0.0,0,1
Cellulophaga,Bacteria,Bacteroidota,Wikipedia,0.0,0,1
Cellulophaga baltica,Bacteria,Bacteroidetes,WoRMS,0.0,,1
Cellulophaga lytica,Bacteria,Bacteroidetes,WoRMS,0.0,0,1
Cellulophaga omnivescoria,Bacteria,Bacteroidota,NCBI,0.0,,1
Cenarchaeum symbiosum,Archaea,Thaumarchaeota,WoRMS,0.0,0,1
Cenarchaeum symbiosum a,Archaea,Thermoproteota,Wikipedia,0.0,0,1
Chaetoceros neogracilis,Eukaryota,Ochrophyta,WoRMS,0.0,0,1
Chaetopterus variopedatus,Eukaryota,Annelida,WoRMS,1.0,WoRDSS,1
Chelonia mydas,Eukaryota,Chordata,WoRMS,0.0,0,1
Chiloscyllium punctatum,Eukaryota,Chordata,WoRMS,0.0,,1
Chimaera sp.,Bacteria,Actinomycetota,Wikipedia,0.0,0,1
Chionoecetes opilio,Eukaryota,Arthropoda,WoRMS,1.0,WoRDSS,1
Chiridius poppei,Eukaryota,Arthropoda,WoRMS,1.0,WoRDSS,1
Chlamys nipponensis akazara,Eukaryota,Mollusca,NCBI,0.0,,1
Chlorarachnion,Eukaryota,Cercozoa,NCBI,0.0,0,1
Chlorobium phaeobacteroides,Bacteria,Chlorobiota,Wikipedia,0.0,0,1
Chlorobium phaeobacteroides bs1,Bacteria,Chlorobiota,Wikipedia,0.0,0,1
Chlorobium phaeovibrioides,Bacteria,Chlorobi,WoRMS,0.0,,1
Chloroherpeton thalassium,Bacteria,Chlorobi,WoRMS,0.0,0,1
Chloroherpeton thalassium atcc 35110,Bacteria,Chlorobi,NCBI,0.0,0,1
Chloromonas sp. knf032,Eukaryota,Chlorophyta,NCBI,0.0,0,1
Chondrus crispus,Eukaryota,Rhodophyta,NCBI,0.0,0,1
Chryseobacterium aquaticum subsp. greenlandense,Bacteria,Bacteroidota,NCBI,0.0,,1
Ciona intestinalis,Eukaryota,Chordata,WoRMS,0.0,0,1
Ciona savignyi,Eukaryota,Chordata,WoRMS,0.0,0,1
Clavularia sp.,Eukaryota,Cnidaria,NCBI,0.0,0,1
Clytia gregaria,Eukaryota,Cnidaria,WoRMS,0.0,0,1
Coccolithus braarudii,Bacteria,Pseudomonadota,NCBI,0.0,,1
Codium barbatum,Eukaryota,Chlorophyta,NCBI,0.0,0,1
Codium fragile,Eukaryota,Chlorophyta,NCBI,0.0,0,1
Codium latum,Eukaryota,Chlorophyta,NCBI,0.0,0,1
Coleofasciculus chthonoplastes,Bacteria,Cyanobacteria,NCBI,0.0,0,1
Coleofasciculus chthonoplastes pcc 7420,Bacteria,Cyanobacteria,NCBI,0.0,0,1
Colwellia chukchiensis,Bacteria,Proteobacteria,WoRMS,0.0,,1
Colwellia demingiae,Bacteria,Proteobacteria,WoRMS,0.0,,1
Colwellia maris,Bacteria,Pseudomonadota,NCBI,0.0,,1
Colwellia psychrerythraea,Bacteria,Proteobacteria,WoRMS,0.0,0,1
Colwellia psychrerythraea 34h,Bacteria,Pseudomonadota,Wikipedia,0.0,0,1
Condylactis gigantea,Eukaryota,Cnidaria,WoRMS,0.0,0,1
Conger conger,Eukaryota,Chordata,WoRMS,1.0,WoRDSS,1
Congregibacter litoralis,Bacteria,Proteobacteria,WoRMS,0.0,0,1
Congregibacter litoralis kt71,Bacteria,Pseudomonadota,Wikipedia,0.0,0,1
Conus achatinus,Eukaryota,Mollusca,WoRMS,0.0,0,1
Conus ammiralis,Eukaryota,Mollusca,WoRMS,0.0,0,1
Conus arenatus,Eukaryota,Mollusca,WoRMS,0.0,0,1
Conus aulicus,Eukaryota,Mollusca,WoRMS,0.0,0,1
Conus aureus,Eukaryota,Mollusca,WoRMS,0.0,0,1
Conus aurisiacus,Eukaryota,Mollusca,WoRMS,0.0,0,1
Conus bandanus,Eukaryota,Mollusca,WoRMS,0.0,0,1
Conus betulinus,Eukaryota,Mollusca,WoRMS,0.0,0,1
Conus bullatus,Eukaryota,Mollusca,WoRMS,0.0,0,1
Conus capitaneus,Eukaryota,Mollusca,WoRMS,0.0,0,1
Conus caracteristicus,Eukaryota,Mollusca,WoRMS,0.0,0,1
Conus catus,Eukaryota,Mollusca,WoRMS,0.0,0,1
Conus circumcisus,Eukaryota,Mollusca,WoRMS,0.0,0,1
Conus consors,Eukaryota,Mollusca,WoRMS,0.0,0,1
Conus coronatus,Eukaryota,Mollusca,WoRMS,0.0,0,1
Conus dalli,Eukaryota,Mollusca,WoRMS,0.0,0,1
Conus distans,Eukaryota,Mollusca,WoRMS,0.0,0,1
Conus emaciatus,Eukaryota,Mollusca,WoRMS,0.0,0,1
Conus episcopatus,Eukaryota,Mollusca,WoRMS,0.0,0,1
Conus ermineus,Eukaryota,Mollusca,WoRMS,0.0,0,1
Conus ferrugineus,Eukaryota,Mollusca,WoRMS,0.0,,1
Conus figulinus,Eukaryota,Mollusca,WoRMS,0.0,0,1
Conus flavidus,Eukaryota,Mollusca,WoRMS,0.0,0,1
Conus generalis,Eukaryota,Mollusca,WoRMS,0.0,0,1
Conus geographus,Eukaryota,Mollusca,WoRMS,0.0,0,1
Conus gloriamaris,Eukaryota,Mollusca,WoRMS,0.0,0,1
Conus imperialis,Eukaryota,Mollusca,WoRMS,0.0,0,1
Conus leopardus,Eukaryota,Mollusca,WoRMS,0.0,0,1
Conus lividus,Eukaryota,Mollusca,WoRMS,0.0,0,1
Conus lynceus,Eukaryota,Mollusca,WoRMS,0.0,0,1
Conus magus,Eukaryota,Mollusca,WoRMS,0.0,0,1
Conus marmoreus,Eukaryota,Mollusca,WoRMS,0.0,0,1
Conus miles,Eukaryota,Mollusca,WoRMS,0.0,0,1
Conus miliaris,Eukaryota,Mollusca,WoRMS,1.0,WoRDSS,1
Conus monachus,Eukaryota,Mollusca,WoRMS,0.0,0,1
Conus musicus,Eukaryota,Mollusca,WoRMS,0.0,0,1
Conus obscurus,Eukaryota,Mollusca,WoRMS,0.0,0,1
Conus omaria,Eukaryota,Mollusca,WoRMS,0.0,0,1
Conus pennaceus,Eukaryota,Mollusca,WoRMS,0.0,0,1
Conus planorbis,Eukaryota,Mollusca,WoRMS,0.0,,1
Conus pulicarius,Eukaryota,Mollusca,WoRMS,0.0,0,1
Conus purpurascens,Eukaryota,Mollusca,WoRMS,0.0,0,1
Conus quercinus,Eukaryota,Mollusca,WoRMS,0.0,0,1
Conus radiatus,Eukaryota,Mollusca,WoRMS,0.0,0,1
Conus rattus,Eukaryota,Mollusca,WoRMS,0.0,0,1
Conus regius,Eukaryota,Mollusca,WoRMS,0.0,0,1
Conus sponsalis,Eukaryota,Mollusca,WoRMS,0.0,0,1
Conus spurius,Eukaryota,Mollusca,WoRMS,0.0,0,1
Conus stercusmuscarum,Eukaryota,Mollusca,WoRMS,0.0,0,1
Conus striatus,Eukaryota,Mollusca,WoRMS,0.0,0,1
Conus striolatus,Eukaryota,Mollusca,WoRMS,0.0,0,1
Conus sulcatus,Eukaryota,Mollusca,WoRMS,0.0,0,1
Conus tessulatus,Eukaryota,Mollusca,WoRMS,0.0,0,1
Conus textile,Eukaryota,Mollusca,WoRMS,0.0,0,1
Conus tulipa,Eukaryota,Mollusca,WoRMS,0.0,0,1
Conus viola,Eukaryota,Mollusca,WoRMS,0.0,0,1
Conus virgo,Eukaryota,Mollusca,WoRMS,0.0,0,1
Corallina officinalis,Eukaryota,Rhodophyta,NCBI,0.0,0,1
Corallina pilulifera,Eukaryota,Rhodophyta,NCBI,0.0,,1
Corallium rubrum,Eukaryota,Cnidaria,WoRMS,0.0,0,1
Corynactis californica,Eukaryota,Cnidaria,WoRMS,1.0,WoRDSS,1
Corynactis viridis,Eukaryota,Cnidaria,WoRMS,0.0,0,1
Coscinodiscus wailesii,Eukaryota,Ochrophyta,WoRMS,0.0,0,1
Crassostrea angulata,Eukaryota,Mollusca,WoRMS,0.0,0,1
Crassostrea ariakensis,Eukaryota,Mollusca,Wikipedia,0.0,,1
Crassostrea gigas,Eukaryota,Mollusca,WoRMS,0.0,0,1
Crassostrea virginica,Eukaryota,Mollusca,WoRMS,0.0,0,1
Crenarchaeota,Archaea,Thermoproteota,Wikipedia,0.0,0,1
Croceibacter atlanticus,Bacteria,Bacteroidetes,WoRMS,0.0,0,1
Croceibacter atlanticus htcc2559,Bacteria,Bacteroidota,Wikipedia,0.0,0,1
Crocosphaera chwakensis ccy0110,Bacteria,Cyanobacteria,NCBI,0.0,0,1
Crocosphaera subtropica,Bacteria,Cyanobacteriota,NCBI,0.0,,1
Crocosphaera watsonii,Bacteria,Cyanobacteria,Wikipedia,0.0,0,1
Crocosphaera watsonii wh 8501,Bacteria,Cyanobacteria,Wikipedia,0.0,0,1
Crypthecodinium,Eukaryota,Myzozoa,WoRMS,0.0,0,1
Crypthecodinium cohnii,Eukaryota,Myzozoa,WoRMS,0.0,0,1
Cryptopygus antarcticus,Eukaryota,Arthropoda,NCBI,0.0,0,1
Curtobacterium oceanosedimentum,Bacteria,Actinobacteria,WoRMS,0.0,0,1
Cyanea capillata,Eukaryota,Cnidaria,WoRMS,1.0,WoRDSS,1
Cyanea nozakii,Eukaryota,Cnidaria,WoRMS,0.0,0,1
Cyanobium sp. med843,Bacteria,Cyanobacteriota,NCBI,0.0,,1
Cyanobium sp. pcc 7001,Bacteria,Cyanobacteria,NCBI,0.0,0,1
Cyanobium sp. rs427,Bacteria,Cyanobacteriota,NCBI,0.0,,1
Cyanothece,Bacteria,Cyanobacteria,Wikipedia,0.0,0,1
Cyanothece sp.,Bacteria,Cyanobacteriota,NCBI,0.0,,1
Cyanothece sp. pcc 7425,Bacteria,Cyanobacteria,Wikipedia,0.0,0,1
Cylindrotheca fusiformis,Eukaryota,Ochrophyta,WoRMS,0.0,0,1
Cymodocea nodosa,Eukaryota,Streptophyta,NCBI,0.0,0,1
Cymodocea rotundata,Eukaryota,Tracheophyta,WorMS,0.0,,1
Cynoglossus semilaevis,Eukaryota,Chordata,WoRMS,0.0,0,1
Cypridina,Eukaryota,Arthropoda,NCBI,0.0,0,1
Cypridina noctiluca,Eukaryota,Arthropoda,WoRMS,0.0,0,1
Cypridinidae sp. ep1925320,Eukaryota,Arthropoda,NCBI,0.0,0,1
Dendronephthya gigantea,Eukaryota,Cnidaria,WoRMS,0.0,0,1
Dendronephthya sp. ssal-2002,Eukaryota,Cnidaria,NCBI,0.0,,1
Denitrovibrio acetiphilus,Bacteria,Deferribacteres,WoRMS,0.0,0,1
Denitrovibrio acetiphilus dsm 12809,Bacteria,Deferribacterota,Wikipedia,0.0,0,1
Desulfobacter curvatus,Bacteria,Thermodesulfobacteriota,Wikipedia,0.0,0,1
Desulfobacula phenolica,Bacteria,Proteobacteria,WoRMS,0.0,,1
Desulfobacula toluolica,Bacteria,Proteobacteria,WoRMS,0.0,0,1
Desulfomicrobium baculatum,Bacteria,Proteobacteria,NCBI,0.0,0,1
Desulfomicrobium baculatum dsm 4028,Bacteria,Proteobacteria,NCBI,0.0,0,1
Desulfospira joergensenii,Bacteria,Proteobacteria,WoRMS,0.0,0,1
Desulfotalea psychrophila,Bacteria,Proteobacteria,WoRMS,0.0,0,1
Desulfotalea psychrophila lsv54,Bacteria,Proteobacteria,NCBI,0.0,0,1
Desulfurococcus amylolyticus,Archaea,Thermoproteota,Wikipedia,0.0,0,1
Desulfurococcus sp.,Archaea,Thermoproteota,Wikipedia,0.0,0,1
Dethiosulfovibrio peptidovorans,Bacteria,Synergistetes,WoRMS,0.0,0,1
Dethiosulfovibrio peptidovorans dsm 11002,Bacteria,Synergistota,NCBI,0.0,,1
Diacronema lutheri,Eukaryota,Haptophyta,NCBI,0.0,0,1
Dicentrarchus labrax,Eukaryota,Chordata,WoRMS,0.0,0,1
Dicentrarchus labrax encephalitis virus,Viruses,Kitrinoviricota,NCBI,0.0,0,1
Dictyosoma burgeri,Eukaryota,Chordata,WoRMS,0.0,0,1
Dinoroseobacter shibae,Bacteria,Proteobacteria,WoRMS,0.0,0,1
Dinoroseobacter shibae dfl 12 = dsm 16493,Bacteria,Pseudomonadota,Wikipedia,0.0,0,1
